Data ke,Suhu Min,Suhu Max,Curah Hujan (mm),Kategori Curah Hujan,Kategori Hujan (num),Arah Angin,Actual Class,Predicted Class,Execution Time
350,23.2,35.2,58.0,0.0,3.0,1.0,2,0,0.5657672882080078
351,23.7,34.2,23.2,3.0,2.0,1.0,0,0,0.7159709930419922
352,24.8,33.6,9.3,1.0,1.0,1.0,2,0,0.6530284881591797
353,23.4,33.4,21.0,3.0,2.0,1.0,2,0,0.6103515625
354,25.2,33.6,0.0,4.0,0.0,1.0,0,0,0.5655288696289062
355,25.0,35.2,0.0,4.0,0.0,1.0,0,0,0.6108283996582031
356,25.0,34.8,2.0,1.0,1.0,1.0,0,0,0.6496906280517578
357,25.0,35.0,0.0,4.0,0.0,0.0,0,0,0.5958080291748047
358,25.2,33.1,3.7,1.0,1.0,1.0,2,0,0.5719661712646484
359,23.6,34.2,7.0,1.0,1.0,1.0,2,0,0.6155967712402344
360,23.8,33.4,75.0,0.0,3.0,1.0,2,2,0.5991458892822266
361,24.4,34.4,0.0,4.0,0.0,1.0,2,0,0.5795955657958984
362,23.9,34.7,26.1,3.0,2.0,1.0,2,0,0.6706714630126953
363,23.2,32.8,40.3,3.0,2.0,1.0,2,0,0.5862712860107422
364,24.6,34.0,2.0,1.0,1.0,1.0,2,0,0.6623268127441406
365,24.2,33.2,14.8,1.0,1.0,1.0,2,0,0.6048679351806641
366,25.0,32.8,3.5,1.0,1.0,1.0,2,0,0.5748271942138672
367,24.0,33.1,10.5,1.0,1.0,1.0,0,0,0.6644725799560547
368,24.4,34.2,40.8,3.0,2.0,1.0,2,0,0.6592273712158203
369,24.4,33.6,64.1,0.0,3.0,1.0,2,0,0.5781650543212891
370,24.6,32.8,3.8,1.0,1.0,1.0,2,0,0.5719661712646484
371,24.2,31.2,7.5,1.0,1.0,1.0,2,0,0.6237030029296875
372,24.4,32.6,5.4,1.0,1.0,1.0,0,0,0.6091594696044922
373,25.0,34.2,1.0,1.0,1.0,1.0,0,0,0.6000995635986328
374,25.4,28.1,4.1,1.0,1.0,1.0,2,0,0.6082057952880859
375,24.5,32.4,0.0,4.0,0.0,1.0,2,0,0.6048679351806641
376,23.2,34.2,0.0,4.0,0.0,1.0,2,0,0.5981922149658203
377,24.6,35.0,0.0,4.0,0.0,1.0,2,0,0.6542205810546875
378,24.9,35.3,0.0,4.0,0.0,1.0,2,0,0.6897449493408203
379,25.2,34.2,0.0,4.0,0.0,1.0,2,0,0.6105899810791016
380,25.0,30.0,0.0,4.0,0.0,1.0,2,0,0.6082057952880859
381,25.0,30.2,0.0,4.0,0.0,1.0,2,0,0.5846023559570312
382,24.2,30.2,2.8,1.0,1.0,1.0,2,0,0.6024837493896484
383,22.8,32.2,24.9,3.0,2.0,1.0,2,0,0.6411075592041016
384,23.0,30.5,4.9,1.0,1.0,1.0,2,0,0.6017684936523438
385,23.4,32.1,2.5,1.0,1.0,7.0,2,0,0.5829334259033203
386,24.2,29.6,6.8,1.0,1.0,1.0,2,0,0.5960464477539062
387,23.0,31.8,12.3,1.0,1.0,1.0,2,0,0.6015300750732422
388,23.2,32.4,0.0,4.0,0.0,1.0,2,0,0.5884170532226562
389,23.6,34.0,0.4,1.0,1.0,1.0,2,0,0.7219314575195312
390,24.0,33.0,0.0,4.0,0.0,1.0,0,0,0.5908012390136719
391,24.4,34.7,0.0,4.0,0.0,1.0,0,0,0.6046295166015625
392,25.0,33.0,0.0,4.0,0.0,1.0,2,0,0.5502700805664062
393,25.0,32.3,0.0,4.0,0.0,1.0,2,0,0.5841255187988281
394,25.6,32.0,0.0,4.0,0.0,1.0,2,0,0.6473064422607422
395,25.0,32.3,0.0,4.0,0.0,1.0,0,0,0.6153583526611328
396,25.0,32.8,0.0,4.0,0.0,1.0,2,0,0.5927085876464844
397,23.4,33.2,67.0,0.0,3.0,1.0,2,2,0.5958080291748047
398,23.2,32.8,39.3,3.0,2.0,1.0,0,0,0.6070137023925781
399,24.0,33.8,0.0,4.0,0.0,1.0,2,0,0.6096363067626953
400,24.0,32.8,23.9,3.0,2.0,1.0,2,0,0.6074905395507812
401,24.1,32.6,23.0,3.0,2.0,1.0,2,0,0.5843639373779297
402,23.9,31.4,21.4,3.0,2.0,1.0,2,0,0.6897449493408203
403,24.4,33.2,0.5,1.0,1.0,1.0,0,0,0.6701946258544922
404,25.2,32.0,0.0,4.0,0.0,1.0,0,0,0.606536865234375
405,24.4,33.7,0.0,4.0,0.0,1.0,2,0,0.6561279296875
406,23.6,32.2,39.1,3.0,2.0,1.0,2,0,0.5676746368408203
407,23.8,31.8,0.0,4.0,0.0,7.0,2,0,0.5934238433837891
408,24.8,30.1,0.0,4.0,0.0,7.0,2,0,0.5867481231689453
409,23.4,30.7,0.0,4.0,0.0,7.0,2,0,0.5829334259033203
410,23.2,30.6,0.1,1.0,1.0,1.0,2,0,0.6527900695800781
411,24.2,32.0,0.0,4.0,0.0,1.0,2,0,0.6186962127685547
412,24.0,32.6,0.0,4.0,0.0,1.0,2,0,0.5888938903808594
413,24.2,30.6,0.0,4.0,0.0,1.0,2,0,0.5841255187988281
414,24.0,31.6,0.3,1.0,1.0,1.0,2,0,0.614166259765625
415,23.9,31.7,0.0,4.0,0.0,7.0,2,0,0.6809234619140625
416,24.4,32.6,0.0,4.0,0.0,1.0,2,0,0.6291866302490234
417,24.2,30.4,13.0,1.0,1.0,1.0,2,0,0.5970001220703125
418,23.2,33.4,0.0,4.0,0.0,1.0,2,0,0.5996227264404297
419,23.8,33.1,0.1,1.0,1.0,1.0,2,0,0.6473064422607422
420,24.0,33.0,0.0,4.0,0.0,1.0,2,0,0.5884170532226562
421,24.7,32.6,0.0,4.0,0.0,1.0,2,0,0.6113052368164062
422,24.0,32.1,0.1,1.0,1.0,7.0,2,0,0.6101131439208984
423,24.2,30.1,0.0,4.0,0.0,7.0,2,0,1.0552406311035156
424,23.4,33.4,0.0,4.0,0.0,1.0,2,0,0.6158351898193359
425,23.6,32.0,0.1,1.0,1.0,3.0,2,0,0.5908012390136719
426,24.2,31.9,0.8,1.0,1.0,1.0,2,0,0.6196498870849609
427,24.6,32.7,3.5,1.0,1.0,1.0,2,0,0.6031990051269531
428,23.5,33.6,0.1,1.0,1.0,1.0,2,0,0.6566047668457031
429,22.2,29.0,1.0,1.0,1.0,1.0,2,0,0.6253719329833984
430,24.4,29.2,17.5,1.0,1.0,1.0,2,0,0.5936622619628906
431,24.1,27.2,7.0,1.0,1.0,1.0,2,0,0.6468296051025391
432,23.2,29.5,13.5,1.0,1.0,1.0,2,0,0.606536865234375
433,22.8,31.0,3.6,1.0,1.0,1.0,2,0,0.6029605865478516
434,23.2,30.4,0.0,4.0,0.0,1.0,2,0,0.58746337890625
435,23.6,32.4,0.0,4.0,0.0,1.0,2,0,0.6153583526611328
436,24.0,32.4,27.7,3.0,2.0,1.0,2,0,0.6458759307861328
437,23.4,31.6,13.6,1.0,1.0,1.0,2,0,0.6241798400878906
438,24.2,29.2,0.5,1.0,1.0,1.0,2,0,0.5812644958496094
439,24.0,31.1,10.0,1.0,1.0,1.0,2,0,0.6051063537597656
440,24.2,32.0,0.0,4.0,0.0,1.0,2,0,0.6651878356933594
441,23.8,30.2,10.5,1.0,1.0,1.0,2,0,0.5941390991210938
442,23.3,32.4,0.5,1.0,1.0,1.0,2,0,0.5960464477539062
443,23.0,32.6,0.0,4.0,0.0,7.0,2,0,0.6067752838134766
444,23.0,33.2,0.0,4.0,0.0,7.0,2,0,0.6084442138671875
445,23.6,32.4,43.5,3.0,2.0,1.0,2,0,0.5717277526855469
446,19.0,32.4,49.8,3.0,2.0,1.0,2,0,0.5893707275390625
447,23.6,32.8,99.4,0.0,3.0,1.0,2,2,0.6682872772216797
448,22.4,32.8,39.5,3.0,2.0,1.0,2,0,0.6260871887207031
449,23.6,32.0,66.1,0.0,3.0,1.0,2,2,0.5898475646972656
450,23.8,32.4,2.3,1.0,1.0,1.0,2,0,0.5609989166259766
451,24.0,33.4,8.8,1.0,1.0,1.0,2,0,0.6041526794433594
452,22.8,32.2,69.7,0.0,3.0,1.0,2,2,0.579833984375
453,23.2,32.8,4.7,1.0,1.0,1.0,2,0,0.6709098815917969
454,23.8,31.0,2.7,1.0,1.0,1.0,2,0,0.6363391876220703
455,23.4,32.5,24.9,3.0,2.0,1.0,2,0,0.6356239318847656
456,23.1,33.6,21.4,3.0,2.0,1.0,2,0,0.6012916564941406
457,24.9,34.0,1.5,1.0,1.0,1.0,0,0,0.4200935363769531
458,24.4,32.2,1.5,1.0,1.0,1.0,2,0,0.6427764892578125
459,24.2,31.6,4.0,1.0,1.0,1.0,2,0,0.6313323974609375
460,23.4,33.4,45.3,3.0,2.0,1.0,2,0,0.5631446838378906
461,23.6,33.6,0.2,1.0,1.0,1.0,2,0,0.5526542663574219
462,23.5,33.0,28.1,3.0,2.0,1.0,2,0,0.5605220794677734
463,24.2,32.0,27.8,3.0,2.0,1.0,2,0,0.5843639373779297
464,24.2,31.2,41.9,3.0,2.0,1.0,2,0,0.5991458892822266
465,24.4,31.2,55.0,0.0,3.0,1.0,2,0,0.5817413330078125
466,22.2,34.0,0.0,4.0,0.0,1.0,2,0,1.0111331939697266
467,23.4,33.4,56.0,0.0,3.0,1.0,2,0,0.6430149078369141
468,24.0,34.0,10.4,1.0,1.0,1.0,2,0,0.6458759307861328
469,24.4,29.0,28.7,3.0,2.0,1.0,2,0,0.6029605865478516
470,22.0,33.0,20.4,3.0,2.0,1.0,2,0,0.6062984466552734
471,22.6,34.0,0.0,4.0,0.0,1.0,2,0,0.7190704345703125
472,24.4,34.6,13.4,1.0,1.0,1.0,2,0,0.5996227264404297
473,23.6,31.8,68.4,0.0,3.0,1.0,2,2,0.6134510040283203
474,23.8,32.8,0.0,4.0,0.0,1.0,2,0,0.6005764007568359
475,23.1,33.6,1.5,1.0,1.0,1.0,2,0,0.5939006805419922
476,23.2,32.6,37.0,3.0,2.0,1.0,2,0,0.5984306335449219
477,23.6,33.0,36.0,3.0,2.0,1.0,2,0,0.6000995635986328
478,23.0,31.8,16.4,1.0,1.0,1.0,2,0,0.5574226379394531
479,23.6,34.6,31.0,3.0,2.0,1.0,2,0,0.7381439208984375
480,23.6,34.8,12.5,1.0,1.0,1.0,0,0,0.6213188171386719
481,23.4,34.7,0.0,4.0,0.0,1.0,2,0,0.6129741668701172
482,24.0,33.8,8.7,1.0,1.0,1.0,2,0,0.5469322204589844
483,23.8,33.4,20.2,3.0,2.0,1.0,2,0,0.5669593811035156
484,24.9,33.0,0.0,4.0,0.0,1.0,2,0,0.6008148193359375
485,23.4,33.7,10.4,1.0,1.0,1.0,2,0,0.5652904510498047
486,23.6,34.4,43.4,3.0,2.0,1.0,2,0,0.5576610565185547
487,23.8,33.7,0.2,1.0,1.0,1.0,2,0,0.6136894226074219
488,23.2,33.7,29.5,3.0,2.0,1.0,2,0,0.5540847778320312
489,23.4,33.5,0.0,4.0,0.0,0.0,0,0,0.5486011505126953
490,23.8,31.0,17.2,1.0,1.0,1.0,2,0,0.6308555603027344
491,23.8,33.1,0.4,1.0,1.0,1.0,2,0,0.6573200225830078
492,23.8,33.8,0.0,4.0,0.0,0.0,2,0,0.5695819854736328
493,24.0,34.0,0.0,4.0,0.0,1.0,0,0,0.5841255187988281
494,24.8,32.2,0.0,4.0,0.0,1.0,2,0,0.5581378936767578
495,24.4,34.7,0.2,1.0,1.0,1.0,0,0,0.5884170532226562
496,25.0,33.6,0.0,4.0,0.0,1.0,0,0,0.5769729614257812
497,25.6,35.0,0.0,4.0,0.0,1.0,0,0,0.5700588226318359
498,24.8,34.4,0.0,4.0,0.0,1.0,0,0,0.5848407745361328
499,25.3,34.0,0.0,4.0,0.0,1.0,0,0,0.576019287109375
500,24.2,33.6,0.5,1.0,1.0,1.0,2,0,0.5438327789306641
501,24.6,33.0,14.2,1.0,1.0,1.0,2,0,0.6434917449951172
502,24.2,32.8,0.2,1.0,1.0,1.0,2,0,0.6098747253417969
503,23.8,34.0,0.5,1.0,1.0,1.0,0,0,0.606536865234375
504,24.9,31.6,2.0,1.0,1.0,1.0,2,0,0.44846534729003906
505,23.0,31.0,58.0,0.0,3.0,1.0,2,0,0.6208419799804688
506,23.4,32.4,11.4,1.0,1.0,1.0,2,0,0.5528926849365234
507,24.4,33.4,0.0,4.0,0.0,1.0,0,0,0.6198883056640625
508,23.8,34.0,0.0,4.0,0.0,1.0,2,0,0.6017684936523438
509,23.0,34.4,0.0,4.0,0.0,1.0,2,0,0.5869865417480469
510,23.4,33.6,0.0,4.0,0.0,1.0,0,0,0.46563148498535156
511,22.6,34.8,0.0,4.0,0.0,1.0,2,0,0.6017684936523438
512,23.0,34.8,0.0,4.0,0.0,1.0,0,0,0.5702972412109375
513,24.2,34.0,0.0,4.0,0.0,1.0,0,0,0.6339550018310547
514,23.8,33.4,0.0,4.0,0.0,1.0,2,0,0.6034374237060547
515,23.4,33.4,0.0,4.0,0.0,1.0,2,0,0.5950927734375
516,23.8,35.0,0.0,4.0,0.0,1.0,0,0,0.5896091461181641
517,23.6,35.0,0.0,4.0,0.0,1.0,2,0,0.6792545318603516
518,23.2,31.6,0.0,4.0,0.0,0.0,2,0,0.6330013275146484
519,23.2,33.2,0.0,4.0,0.0,1.0,2,0,0.6132125854492188
520,22.0,34.6,0.0,4.0,0.0,0.0,2,0,0.5943775177001953
521,22.4,34.6,0.0,4.0,0.0,1.0,0,0,0.6449222564697266
522,23.4,34.8,0.0,4.0,0.0,1.0,0,0,0.5724430084228516
523,23.6,34.2,0.0,4.0,0.0,1.0,2,0,0.5958080291748047
524,24.0,33.2,0.0,4.0,0.0,1.0,0,0,0.6480216979980469
525,24.8,34.2,0.0,4.0,0.0,1.0,0,0,0.5843639373779297
526,24.2,33.6,0.0,4.0,0.0,1.0,2,0,0.6077289581298828
527,24.0,32.4,5.8,1.0,1.0,1.0,2,0,0.6878376007080078
528,24.4,34.0,2.5,1.0,1.0,1.0,0,0,0.5583763122558594
529,24.8,34.0,0.0,4.0,0.0,0.0,0,0,0.6170272827148438
530,25.0,33.2,16.2,1.0,1.0,0.0,0,0,0.6074905395507812
531,24.6,31.2,17.2,1.0,1.0,1.0,2,0,0.5803108215332031
532,23.8,32.6,55.0,0.0,3.0,1.0,2,0,0.5731582641601562
533,24.2,33.0,0.0,4.0,0.0,4.0,2,0,0.5934238433837891
534,24.6,34.0,0.0,4.0,0.0,4.0,0,0,0.5924701690673828
535,23.4,35.0,0.0,4.0,0.0,1.0,2,0,0.6189346313476562
536,23.4,33.0,0.0,4.0,0.0,1.0,2,0,0.5946159362792969
537,23.6,33.6,0.0,4.0,0.0,1.0,2,0,0.5919933319091797
538,23.8,34.0,0.0,4.0,0.0,0.0,2,0,0.5853176116943359
539,23.6,33.6,0.0,4.0,0.0,1.0,2,0,0.5545616149902344
540,23.8,34.0,0.0,4.0,0.0,1.0,2,0,0.6096363067626953
541,23.4,33.4,0.0,4.0,0.0,1.0,2,0,0.5974769592285156
542,24.0,33.2,0.0,4.0,0.0,1.0,2,0,0.5729198455810547
543,24.6,34.6,0.0,4.0,0.0,4.0,0,0,0.6103515625
544,24.4,34.2,0.0,4.0,0.0,1.0,0,0,0.6127357482910156
545,23.8,35.0,0.0,4.0,0.0,1.0,0,0,0.5824565887451172
546,23.8,34.3,0.0,4.0,0.0,4.0,2,0,0.5958080291748047
547,24.0,33.7,0.0,4.0,0.0,4.0,2,0,0.5941390991210938
548,23.8,32.6,0.0,4.0,0.0,1.0,2,0,0.4425048828125
549,23.4,33.2,0.0,4.0,0.0,1.0,2,0,0.5090236663818359
550,23.8,33.6,0.0,4.0,0.0,0.0,2,0,0.6120204925537109
551,23.4,33.0,0.0,4.0,0.0,1.0,2,0,0.6318092346191406
552,23.4,34.0,0.0,4.0,0.0,1.0,0,0,0.5042552947998047
553,25.0,34.0,0.0,4.0,0.0,1.0,0,0,0.5996227264404297
554,24.2,32.8,0.0,4.0,0.0,1.0,2,0,0.5931854248046875
555,23.6,33.8,0.0,4.0,0.0,1.0,2,0,0.5970001220703125
556,23.4,33.4,0.0,4.0,0.0,1.0,2,0,0.5776882171630859
557,23.6,25.8,0.0,4.0,0.0,1.0,2,0,0.6160736083984375
558,21.4,31.1,16.2,1.0,1.0,1.0,2,0,0.5686283111572266
559,22.0,32.6,16.0,1.0,1.0,4.0,2,0,0.5702972412109375
560,22.6,33.0,0.0,4.0,0.0,4.0,0,0,0.5970001220703125
561,24.6,33.0,0.0,4.0,0.0,4.0,2,0,0.5998611450195312
562,23.8,33.2,0.0,4.0,0.0,4.0,2,0,0.5917549133300781
563,20.6,32.8,0.0,4.0,0.0,1.0,2,0,0.6170272827148438
564,21.2,33.6,0.0,4.0,0.0,4.0,2,0,0.5939006805419922
565,22.2,33.6,0.0,4.0,0.0,4.0,0,0,0.6144046783447266
566,24.6,31.2,0.0,4.0,0.0,4.0,2,0,0.5514621734619141
567,18.6,32.6,0.0,4.0,0.0,4.0,2,0,0.5784034729003906
568,18.6,33.8,0.0,4.0,0.0,4.0,2,0,0.7054805755615234
569,21.2,33.0,0.0,4.0,0.0,4.0,2,0,0.4336833953857422
570,23.0,32.8,0.0,4.0,0.0,4.0,2,0,0.5853176116943359
571,23.2,32.6,0.0,4.0,0.0,4.0,2,0,0.5652904510498047
572,24.2,33.4,0.0,4.0,0.0,4.0,2,0,0.6291866302490234
573,22.6,33.8,0.0,4.0,0.0,1.0,2,0,0.5500316619873047
574,21.4,32.8,0.0,4.0,0.0,4.0,2,0,0.6415843963623047
575,23.0,33.4,0.0,4.0,0.0,4.0,2,0,0.5950927734375
576,23.6,33.0,0.0,4.0,0.0,4.0,2,0,0.5815029144287109
577,24.0,32.6,0.0,4.0,0.0,4.0,2,0,0.5702972412109375
578,21.6,33.2,0.0,4.0,0.0,1.0,2,0,0.6103515625
579,22.2,34.0,0.0,4.0,0.0,1.0,2,0,0.6175041198730469
580,22.2,32.8,0.0,4.0,0.0,1.0,2,0,0.6055831909179688
581,22.2,33.0,0.0,4.0,0.0,0.0,2,0,0.6012916564941406
582,23.2,34.0,0.0,4.0,0.0,1.0,2,0,0.5679130554199219
583,23.8,35.2,0.0,4.0,0.0,1.0,2,0,0.5884170532226562
584,23.6,34.4,0.0,4.0,0.0,4.0,2,0,0.5884170532226562
585,23.4,33.6,0.0,4.0,0.0,1.0,2,0,0.6570816040039062
586,22.2,34.2,0.0,4.0,0.0,1.0,2,0,0.5738735198974609
587,21.4,34.0,0.0,4.0,0.0,1.0,2,0,0.6031990051269531
588,18.2,34.8,0.0,4.0,0.0,1.0,2,0,0.5896091461181641
589,18.0,33.6,0.0,4.0,0.0,4.0,2,0,0.5934238433837891
590,18.2,33.0,0.0,4.0,0.0,1.0,2,0,0.6432533264160156
591,20.0,33.6,0.0,4.0,0.0,1.0,2,0,0.652313232421875
592,21.4,34.0,0.0,4.0,0.0,1.0,2,0,0.545501708984375
593,22.2,34.0,0.0,4.0,0.0,4.0,2,0,0.5712509155273438
594,23.4,34.0,0.0,4.0,0.0,4.0,0,0,0.5946159362792969
595,20.4,31.4,0.0,4.0,0.0,4.0,2,0,0.5426406860351562
596,21.0,33.0,0.0,4.0,0.0,4.0,2,0,0.6229877471923828
597,21.0,32.6,0.0,4.0,0.0,4.0,2,0,0.5826950073242188
598,23.0,33.0,0.0,4.0,0.0,4.0,2,0,0.5483627319335938
599,21.4,33.4,0.0,4.0,0.0,1.0,2,0,0.5872249603271484
600,20.6,33.2,0.0,4.0,0.0,1.0,2,0,0.5872249603271484
601,22.6,33.8,0.0,4.0,0.0,1.0,2,0,0.5743503570556641
602,24.3,33.6,0.0,4.0,0.0,4.0,0,0,0.7274150848388672
603,24.3,34.0,0.0,4.0,0.0,1.0,2,0,0.5733966827392578
604,23.6,34.4,0.0,4.0,0.0,0.0,2,0,0.5934238433837891
605,23.8,34.6,0.0,4.0,0.0,4.0,0,0,0.5960464477539062
606,24.0,34.2,0.0,4.0,0.0,4.0,2,0,0.5712509155273438
607,24.8,33.8,0.0,4.0,0.0,4.0,0,0,0.629425048828125
608,23.6,34.2,0.0,4.0,0.0,4.0,0,0,0.5929470062255859
609,23.0,33.7,0.0,4.0,0.0,4.0,2,0,0.5791187286376953
610,21.7,34.0,0.0,4.0,0.0,0.0,2,0,0.5400180816650391
611,20.4,34.8,0.0,4.0,0.0,4.0,2,0,0.5571842193603516
612,20.6,34.4,0.0,4.0,0.0,0.0,2,0,0.5970001220703125
613,22.6,34.8,0.0,4.0,0.0,0.0,2,0,0.6046295166015625
614,23.6,34.8,0.0,4.0,0.0,4.0,0,0,0.5939006805419922
615,24.4,34.7,0.0,4.0,0.0,1.0,2,0,0.5729198455810547
616,22.4,34.5,0.0,4.0,0.0,1.0,2,0,0.3871917724609375
617,22.4,34.8,0.0,4.0,0.0,1.0,2,0,0.5903244018554688
618,22.0,34.2,0.0,4.0,0.0,1.0,2,0,0.6346702575683594
619,21.8,34.6,0.0,4.0,0.0,0.0,2,0,0.682830810546875
620,22.2,34.7,0.0,4.0,0.0,0.0,2,0,0.5486011505126953
621,23.5,35.0,0.0,4.0,0.0,1.0,0,0,0.5991458892822266
622,23.0,34.4,0.0,4.0,0.0,4.0,2,0,0.5986690521240234
623,24.0,34.2,0.0,4.0,0.0,1.0,2,0,0.6573200225830078
624,23.2,34.4,0.0,4.0,0.0,1.0,2,0,0.6387233734130859
625,23.4,34.0,0.0,4.0,0.0,1.0,2,0,0.6108283996582031
626,22.8,35.2,0.0,4.0,0.0,4.0,2,0,0.5953311920166016
627,23.4,34.4,0.0,4.0,0.0,4.0,2,0,0.5712509155273438
628,23.4,33.8,0.0,4.0,0.0,4.0,0,0,0.6160736083984375
629,25.4,35.8,0.0,4.0,0.0,4.0,0,0,0.667572021484375
630,25.3,33.4,0.0,4.0,0.0,1.0,0,0,0.5793571472167969
631,23.8,37.2,1.0,1.0,1.0,1.0,0,0,0.5929470062255859
632,23.4,37.1,0.0,4.0,0.0,4.0,0,0,0.6430149078369141
633,23.8,36.6,0.0,4.0,0.0,4.0,0,0,0.5986690521240234
634,25.6,35.2,0.0,4.0,0.0,4.0,0,0,0.5927085876464844
635,24.4,34.6,0.0,4.0,0.0,4.0,2,0,0.6198883056640625
636,22.3,35.4,0.0,4.0,0.0,6.0,0,0,0.5998611450195312
637,22.4,35.6,0.0,4.0,0.0,4.0,0,0,0.5908012390136719
638,22.6,33.4,0.0,4.0,0.0,4.0,2,0,0.5953311920166016
639,24.0,35.4,0.0,4.0,0.0,4.0,0,0,0.5667209625244141
640,25.0,36.7,0.0,4.0,0.0,4.0,0,0,0.6651878356933594
641,23.6,36.2,0.0,4.0,0.0,0.0,0,0,0.6120204925537109
642,24.0,35.8,0.0,4.0,0.0,1.0,0,0,0.6134510040283203
643,24.2,36.4,0.0,4.0,0.0,1.0,0,0,0.5705356597900391
644,23.1,36.4,0.0,4.0,0.0,0.0,0,0,0.6222724914550781
645,24.2,35.6,0.0,4.0,0.0,4.0,0,0,0.6401538848876953
646,24.8,37.0,0.0,4.0,0.0,0.0,0,0,0.5552768707275391
647,23.4,37.4,0.0,4.0,0.0,0.0,0,0,0.5376338958740234
648,24.0,35.8,0.0,4.0,0.0,0.0,0,0,0.5710124969482422
649,24.2,36.2,0.0,4.0,0.0,1.0,0,0,0.6053447723388672
650,22.4,35.6,0.0,4.0,0.0,4.0,0,0,0.5648136138916016
651,23.8,35.6,0.0,4.0,0.0,0.0,0,0,0.6699562072753906
652,23.0,35.8,0.0,4.0,0.0,0.0,0,0,0.5903244018554688
653,24.0,36.4,0.0,4.0,0.0,1.0,0,0,0.5524158477783203
654,24.2,36.2,0.0,4.0,0.0,0.0,0,0,0.5862712860107422
655,25.0,36.4,0.0,4.0,0.0,0.0,0,0,0.67138671875
656,24.7,35.2,0.0,4.0,0.0,0.0,0,0,0.5979537963867188
657,23.3,35.6,0.0,4.0,0.0,1.0,0,0,0.5998611450195312
658,23.4,37.4,0.0,4.0,0.0,0.0,0,0,0.6172657012939453
659,25.0,37.6,0.0,4.0,0.0,0.0,0,0,0.5786418914794922
660,25.2,37.4,0.0,4.0,0.0,4.0,0,0,0.5640983581542969
661,25.6,38.0,0.0,4.0,0.0,4.0,0,0,0.5741119384765625
662,24.0,38.0,0.0,4.0,0.0,4.0,0,0,0.659942626953125
663,25.3,37.2,0.0,4.0,0.0,1.0,0,0,0.6020069122314453
664,24.2,36.8,0.0,4.0,0.0,4.0,0,0,0.6148815155029297
665,25.4,36.6,0.0,4.0,0.0,4.0,0,0,0.5514621734619141
666,25.6,36.0,0.0,4.0,0.0,1.0,0,0,0.5629062652587891
667,25.2,37.2,0.0,4.0,0.0,0.0,0,0,0.6039142608642578
668,25.8,36.8,0.0,4.0,0.0,4.0,0,0,0.6031990051269531
669,25.4,36.4,0.0,4.0,0.0,4.0,0,0,0.5881786346435547
670,26.0,36.3,0.0,4.0,0.0,4.0,0,0,0.6573200225830078
671,25.1,35.0,0.0,4.0,0.0,0.0,0,0,0.6110668182373047
672,25.2,37.2,0.0,4.0,0.0,4.0,0,0,0.5872249603271484
673,25.6,37.0,0.0,4.0,0.0,0.0,0,0,0.6663799285888672
674,24.8,36.2,0.0,4.0,0.0,0.0,0,0,0.5619525909423828
675,25.5,35.6,0.0,4.0,0.0,1.0,0,0,0.6830692291259766
676,24.5,36.2,0.0,4.0,0.0,4.0,0,0,0.6015300750732422
677,25.5,37.0,0.0,4.0,0.0,1.0,0,0,0.6110668182373047
678,25.4,36.4,0.0,4.0,0.0,1.0,0,0,0.6382465362548828
679,24.6,35.4,7.5,1.0,1.0,1.0,0,0,0.6203651428222656
680,26.2,36.2,0.0,4.0,0.0,4.0,0,0,0.5915164947509766
681,25.5,35.2,0.0,4.0,0.0,1.0,0,0,0.5755424499511719
682,26.6,34.8,0.0,4.0,0.0,1.0,0,0,0.6096363067626953
683,26.5,34.6,0.0,4.0,0.0,6.0,0,0,0.6184577941894531
684,25.4,34.2,2.0,1.0,1.0,1.0,0,0,0.6415843963623047
685,25.4,35.6,0.0,4.0,0.0,0.0,0,0,0.5972385406494141
686,25.1,35.8,0.0,4.0,0.0,4.0,0,0,1.0156631469726562
687,25.4,35.2,0.0,4.0,0.0,1.0,0,0,0.38623809814453125
688,26.0,35.6,0.0,4.0,0.0,1.0,0,0,0.5807876586914062
689,25.2,33.8,10.6,1.0,1.0,4.0,0,0,0.6685256958007812
690,25.0,32.8,6.7,1.0,1.0,1.0,0,0,0.6000995635986328
691,23.2,31.6,52.7,0.0,3.0,1.0,2,0,0.5784034729003906
692,25.0,33.6,0.0,4.0,0.0,1.0,2,0,0.5860328674316406
693,23.3,33.8,7.6,1.0,1.0,1.0,2,0,0.6163120269775391
694,24.4,34.5,0.6,1.0,1.0,1.0,0,0,0.6291866302490234
695,23.4,33.6,1.6,1.0,1.0,1.0,2,0,0.5819797515869141
696,23.8,32.2,0.0,4.0,0.0,1.0,2,0,0.6029605865478516
697,23.0,35.6,29.0,3.0,2.0,7.0,0,0,0.6055831909179688
698,25.0,36.4,0.0,4.0,0.0,4.0,0,0,0.614166259765625
699,25.8,37.6,0.0,4.0,0.0,4.0,0,0,0.5486011505126953
700,25.6,36.4,0.0,4.0,0.0,1.0,0,0,0.6086826324462891
701,24.6,34.0,20.5,3.0,2.0,1.0,0,0,0.57220458984375
702,25.1,35.8,0.0,4.0,0.0,1.0,0,0,0.5741119384765625
703,24.0,35.2,0.0,4.0,0.0,1.0,0,0,0.5495548248291016
704,24.8,34.4,0.0,4.0,0.0,1.0,0,0,0.5741119384765625
705,23.4,35.6,1.2,1.0,1.0,5.0,0,0,0.5710124969482422
706,23.2,35.4,8.3,1.0,1.0,4.0,0,0,0.6003379821777344
