Data ke,Suhu Min,Suhu Max,Curah Hujan (mm),Kategori Curah Hujan,Kategori Hujan (num),Arah Angin,Actual Class,Predicted Class,Execution Time,Arduino Prediction,Arduino Execution Time
288,23.2,33.6,0.0,4.0,0.0,5.0,0,0,0.00015306472778320312,0,0.035339
289,23.4,34.4,0.0,4.0,0.0,5.0,0,0,0.00015592575073242188,0,0.035349
290,23.8,35.4,0.0,4.0,0.0,1.0,0,0,0.00015592575073242188,0,0.035449
291,22.2,34.0,0.0,4.0,0.0,4.0,2,0,0.00015687942504882812,0,0.035329
292,22.8,34.8,0.0,4.0,0.0,4.0,2,0,0.00015616416931152344,0,0.035351
293,23.8,34.6,0.0,4.0,0.0,4.0,0,0,0.0001590251922607422,0,0.03538
294,23.8,33.8,0.0,4.0,0.0,1.0,2,0,0.00015687942504882812,0,0.035389
295,22.2,34.1,0.0,4.0,0.0,4.0,2,0,0.0001552104949951172,0,0.035333
296,24.0,34.8,0.0,4.0,0.0,0.0,2,0,0.00016307830810546875,0,0.035308
297,24.1,34.2,0.0,4.0,0.0,0.0,0,0,0.00015878677368164062,0,0.035322
298,24.4,34.7,0.0,4.0,0.0,0.0,0,0,0.00015807151794433594,0,0.035327
299,23.0,34.0,20.0,3.0,2.0,1.0,2,0,0.00015306472778320312,0,0.035449
300,23.2,33.6,0.0,4.0,0.0,4.0,2,0,0.00015401840209960938,0,0.035354
301,22.7,33.9,0.0,4.0,0.0,1.0,2,0,0.00015687942504882812,0,0.035391
302,21.4,34.4,0.0,4.0,0.0,0.0,2,0,0.00016117095947265625,0,0.035267
303,22.3,34.0,0.0,4.0,0.0,4.0,0,0,0.00015687942504882812,0,0.035347
304,23.4,35.2,0.0,4.0,0.0,4.0,0,0,0.00015282630920410156,0,0.035385
305,24.0,35.0,0.0,4.0,0.0,1.0,0,0,0.00015687942504882812,0,0.035415
306,25.0,34.6,0.0,4.0,0.0,0.0,0,0,0.00015616416931152344,0,0.035339
307,23.6,34.4,0.0,4.0,0.0,1.0,2,0,0.0001590251922607422,0,0.035411
308,24.4,35.0,0.0,4.0,0.0,4.0,0,0,0.00015687942504882812,0,0.035413
309,23.8,36.4,0.0,4.0,0.0,1.0,0,0,0.00015616416931152344,0,0.035451
310,24.8,35.4,0.0,4.0,0.0,4.0,0,0,0.00015306472778320312,0,0.035406
311,24.1,35.4,0.0,4.0,0.0,4.0,0,0,0.00016498565673828125,0,0.035419
312,24.4,34.6,0.0,4.0,0.0,4.0,0,0,0.0001590251922607422,0,0.035397
313,23.2,36.0,0.0,4.0,0.0,1.0,0,0,0.0001609325408935547,0,0.035437
314,25.0,35.4,0.0,4.0,0.0,4.0,0,0,0.00015592575073242188,0,0.035395
315,24.8,36.2,0.0,4.0,0.0,4.0,0,0,0.0001590251922607422,0,0.03541
316,25.4,36.0,0.0,4.0,0.0,4.0,0,0,0.0001590251922607422,0,0.035401
317,26.4,37.5,0.0,4.0,0.0,1.0,0,0,0.00015687942504882812,0,0.035458
318,24.8,36.4,0.0,4.0,0.0,0.0,0,0,0.00015306472778320312,0,0.035347
319,23.2,35.3,0.0,4.0,0.0,4.0,0,0,0.00015807151794433594,0,0.035368
320,23.4,35.6,0.0,4.0,0.0,4.0,0,0,0.00015306472778320312,0,0.035412
321,24.2,34.4,0.0,4.0,0.0,1.0,0,0,0.00015306472778320312,0,0.035396
322,22.0,36.6,0.0,4.0,0.0,4.0,0,0,0.00015616416931152344,0,0.035406
323,23.6,36.4,0.0,4.0,0.0,4.0,0,0,0.00015592575073242188,0,0.035404
324,25.0,30.4,0.0,4.0,0.0,1.0,2,0,0.0001628398895263672,0,0.035409
325,23.3,34.2,8.3,1.0,1.0,1.0,0,0,0.00015807151794433594,0,0.035509
326,25.2,35.4,0.0,4.0,0.0,2.0,0,0,0.00015401840209960938,0,0.035407
327,25.2,29.4,0.5,1.0,1.0,1.0,2,0,0.0001571178436279297,0,0.035553
328,22.8,34.0,24.9,3.0,2.0,1.0,0,0,0.00015425682067871094,0,0.035491
329,24.6,34.0,0.0,4.0,0.0,1.0,0,0,0.00015211105346679688,0,0.035402
330,24.8,34.7,0.0,4.0,0.0,1.0,0,0,0.0001552104949951172,0,0.035463
331,25.4,33.2,0.0,4.0,0.0,1.0,0,0,0.00015211105346679688,0,0.035441
332,23.9,34.2,0.0,4.0,0.0,1.0,0,0,0.00015687942504882812,0,0.035414
333,24.4,34.7,0.0,4.0,0.0,1.0,0,0,0.00015592575073242188,0,0.035432
334,23.8,35.0,12.0,1.0,1.0,1.0,0,0,0.0001537799835205078,0,0.035586
335,25.0,35.2,0.0,4.0,0.0,1.0,0,0,0.00015282630920410156,0,0.035445
336,25.0,36.0,0.0,4.0,0.0,1.0,0,0,0.0001628398895263672,0,0.035434
337,24.0,35.2,36.5,3.0,2.0,1.0,0,0,0.00015687942504882812,0,0.035427
338,24.5,35.4,0.0,4.0,0.0,1.0,0,0,0.00015616416931152344,0,0.035462
339,24.8,35.2,5.7,1.0,1.0,1.0,0,0,0.00015211105346679688,0,0.035535
340,25.0,35.4,0.0,4.0,0.0,1.0,0,0,0.00015807151794433594,0,0.035452
341,24.8,35.2,1.0,1.0,1.0,1.0,2,0,0.00015497207641601562,0,0.035553
342,24.0,35.2,29.0,3.0,2.0,4.0,0,0,0.00015783309936523438,0,0.03543
343,26.0,35.1,0.0,4.0,0.0,1.0,0,0,0.0001552104949951172,0,0.035439
344,25.8,34.2,0.2,1.0,1.0,1.0,2,0,0.0001571178436279297,0,0.035604
345,24.4,32.6,1.3,1.0,1.0,1.0,2,0,0.00015306472778320312,0,0.035578
346,25.1,35.2,0.0,4.0,0.0,4.0,0,0,0.00015306472778320312,0,0.035419
347,24.6,36.0,0.3,1.0,1.0,1.0,0,0,0.000164031982421875,0,0.035629
348,23.5,36.0,20.2,3.0,2.0,1.0,0,0,0.00015783309936523438,0,0.035445
349,24.0,35.6,2.0,1.0,1.0,7.0,0,0,0.0001590251922607422,0,0.035461
350,23.2,35.2,58.0,0.0,3.0,1.0,2,0,0.00015211105346679688,0,0.035406
351,23.7,34.2,23.2,3.0,2.0,1.0,0,0,0.0001571178436279297,0,0.035472
352,24.8,33.6,9.3,1.0,1.0,1.0,2,0,0.00015497207641601562,0,0.035563
353,23.4,33.4,21.0,3.0,2.0,1.0,2,0,0.00015807151794433594,0,0.035478
354,25.2,33.6,0.0,4.0,0.0,1.0,0,0,0.00015282630920410156,0,0.035426
355,25.0,35.2,0.0,4.0,0.0,1.0,0,0,0.00015282630920410156,0,0.035445
356,25.0,34.8,2.0,1.0,1.0,1.0,0,0,0.00016164779663085938,0,0.035518
357,25.0,35.0,0.0,4.0,0.0,0.0,0,0,0.0001621246337890625,0,0.035341
358,25.2,33.1,3.7,1.0,1.0,1.0,2,0,0.00015497207641601562,0,0.035542
359,23.6,34.2,7.0,1.0,1.0,1.0,2,0,0.00015592575073242188,0,0.035516
360,23.8,33.4,75.0,0.0,3.0,1.0,2,2,0.00015282630920410156,2,0.03538
361,24.4,34.4,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035419
362,23.9,34.7,26.1,3.0,2.0,1.0,2,0,0.00015282630920410156,0,0.035511
363,23.2,32.8,40.3,3.0,2.0,1.0,2,0,0.00015473365783691406,0,0.035495
364,24.6,34.0,2.0,1.0,1.0,1.0,2,0,0.00015282630920410156,0,0.035511
365,24.2,33.2,14.8,1.0,1.0,1.0,2,0,0.00015807151794433594,0,0.035576
366,25.0,32.8,3.5,1.0,1.0,1.0,2,0,0.00015783309936523438,0,0.035509
367,24.0,33.1,10.5,1.0,1.0,1.0,0,0,0.00015687942504882812,0,0.035539
368,24.4,34.2,40.8,3.0,2.0,1.0,2,0,0.0001552104949951172,0,0.035445
369,24.4,33.6,64.1,0.0,3.0,1.0,2,0,0.0001571178436279297,0,0.035387
370,24.6,32.8,3.8,1.0,1.0,1.0,2,0,0.0001590251922607422,0,0.035559
371,24.2,31.2,7.5,1.0,1.0,1.0,2,0,0.00015282630920410156,0,0.035522
372,24.4,32.6,5.4,1.0,1.0,1.0,0,0,0.00015687942504882812,0,0.035552
373,25.0,34.2,1.0,1.0,1.0,1.0,0,0,0.00015306472778320312,0,0.035521
374,25.4,28.1,4.1,1.0,1.0,1.0,2,0,0.00015807151794433594,0,0.035534
375,24.5,32.4,0.0,4.0,0.0,1.0,2,0,0.00016307830810546875,0,0.035469
376,23.2,34.2,0.0,4.0,0.0,1.0,2,0,0.00015783309936523438,0,0.035388
377,24.6,35.0,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035454
378,24.9,35.3,0.0,4.0,0.0,1.0,2,0,0.0001552104949951172,0,0.035464
379,25.2,34.2,0.0,4.0,0.0,1.0,2,0,0.00015616416931152344,0,0.035441
380,25.0,30.0,0.0,4.0,0.0,1.0,2,0,0.00015687942504882812,0,0.035412
381,25.0,30.2,0.0,4.0,0.0,1.0,2,0,0.0001590251922607422,0,0.035433
382,24.2,30.2,2.8,1.0,1.0,1.0,2,0,0.00015306472778320312,0,0.035517
383,22.8,32.2,24.9,3.0,2.0,1.0,2,0,0.00015306472778320312,0,0.035588
384,23.0,30.5,4.9,1.0,1.0,1.0,2,0,0.0001690387725830078,0,0.035469
385,23.4,32.1,2.5,1.0,1.0,7.0,2,0,0.00015783309936523438,0,0.035551
386,24.2,29.6,6.8,1.0,1.0,1.0,2,0,0.00015401840209960938,0,0.035505
387,23.0,31.8,12.3,1.0,1.0,1.0,2,0,0.00015306472778320312,0,0.035533
388,23.2,32.4,0.0,4.0,0.0,1.0,2,0,0.00015783309936523438,0,0.035425
389,23.6,34.0,0.4,1.0,1.0,1.0,2,0,0.00015687942504882812,0,0.035574
390,24.0,33.0,0.0,4.0,0.0,1.0,0,0,0.00019025802612304688,0,0.035421
391,24.4,34.7,0.0,4.0,0.0,1.0,0,0,0.00015687942504882812,0,0.035432
392,25.0,33.0,0.0,4.0,0.0,1.0,2,0,0.0001621246337890625,0,0.035411
393,25.0,32.3,0.0,4.0,0.0,1.0,2,0,0.00015783309936523438,0,0.035477
394,25.6,32.0,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035543
395,25.0,32.3,0.0,4.0,0.0,1.0,0,0,0.00015807151794433594,0,0.035477
396,25.0,32.8,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035423
397,23.4,33.2,67.0,0.0,3.0,1.0,2,2,0.00015592575073242188,2,0.035341
398,23.2,32.8,39.3,3.0,2.0,1.0,0,0,0.000164031982421875,0,0.035502
399,24.0,33.8,0.0,4.0,0.0,1.0,2,0,0.00015306472778320312,0,0.035392
400,24.0,32.8,23.9,3.0,2.0,1.0,2,0,0.00015401840209960938,0,0.035508
401,24.1,32.6,23.0,3.0,2.0,1.0,2,0,0.00015163421630859375,0,0.035579
402,23.9,31.4,21.4,3.0,2.0,1.0,2,0,0.00015282630920410156,0,0.035518
403,24.4,33.2,0.5,1.0,1.0,1.0,0,0,0.00017499923706054688,0,0.035541
404,25.2,32.0,0.0,4.0,0.0,1.0,0,0,0.00022721290588378906,0,0.035527
405,24.4,33.7,0.0,4.0,0.0,1.0,2,0,0.00018215179443359375,0,0.035408
406,23.6,32.2,39.1,3.0,2.0,1.0,2,0,0.00016808509826660156,0,0.03556
407,23.8,31.8,0.0,4.0,0.0,7.0,2,0,0.00016307830810546875,0,0.035381
408,24.8,30.1,0.0,4.0,0.0,7.0,2,0,0.0001590251922607422,0,0.035368
409,23.4,30.7,0.0,4.0,0.0,7.0,2,0,0.00015997886657714844,0,0.03535
410,23.2,30.6,0.1,1.0,1.0,1.0,2,0,0.00015878677368164062,0,0.035573
411,24.2,32.0,0.0,4.0,0.0,1.0,2,0,0.00015783309936523438,0,0.035502
412,24.0,32.6,0.0,4.0,0.0,1.0,2,0,0.00015735626220703125,0,0.035477
413,24.2,30.6,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035424
414,24.0,31.6,0.3,1.0,1.0,1.0,2,0,0.0001590251922607422,0,0.0356
415,23.9,31.7,0.0,4.0,0.0,7.0,2,0,0.00015497207641601562,0,0.035366
416,24.4,32.6,0.0,4.0,0.0,1.0,2,0,0.00015687942504882812,0,0.035475
417,24.2,30.4,13.0,1.0,1.0,1.0,2,0,0.00015592575073242188,0,0.035533
418,23.2,33.4,0.0,4.0,0.0,1.0,2,0,0.00015878677368164062,0,0.035398
419,23.8,33.1,0.1,1.0,1.0,1.0,2,0,0.00015497207641601562,0,0.035577
420,24.0,33.0,0.0,4.0,0.0,1.0,2,0,0.00015616416931152344,0,0.035421
421,24.7,32.6,0.0,4.0,0.0,1.0,2,0,0.00015306472778320312,0,0.035471
422,24.0,32.1,0.1,1.0,1.0,7.0,2,0,0.00015401840209960938,0,0.035608
423,24.2,30.1,0.0,4.0,0.0,7.0,2,0,0.0001518726348876953,0,0.035364
424,23.4,33.4,0.0,4.0,0.0,1.0,2,0,0.00015115737915039062,0,0.035411
425,23.6,32.0,0.1,1.0,1.0,3.0,2,0,0.00015783309936523438,0,0.035574
426,24.2,31.9,0.8,1.0,1.0,1.0,2,0,0.00016117095947265625,0,0.035531
427,24.6,32.7,3.5,1.0,1.0,1.0,2,0,0.0001571178436279297,0,0.035542
428,23.5,33.6,0.1,1.0,1.0,1.0,2,0,0.00015592575073242188,0,0.035536
429,22.2,29.0,1.0,1.0,1.0,1.0,2,0,0.00015497207641601562,0,0.035585
430,24.4,29.2,17.5,1.0,1.0,1.0,2,0,0.00015592575073242188,0,0.03558
431,24.1,27.2,7.0,1.0,1.0,1.0,2,0,0.00015997886657714844,0,0.035582
432,23.2,29.5,13.5,1.0,1.0,1.0,2,0,0.00015473365783691406,0,0.035497
433,22.8,31.0,3.6,1.0,1.0,1.0,2,0,0.00015592575073242188,0,0.035553
434,23.2,30.4,0.0,4.0,0.0,1.0,2,0,0.00015616416931152344,0,0.035423
435,23.6,32.4,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035464
436,24.0,32.4,27.7,3.0,2.0,1.0,2,0,0.0001537799835205078,0,0.035589
437,23.4,31.6,13.6,1.0,1.0,1.0,2,0,0.00015211105346679688,0,0.035569
438,24.2,29.2,0.5,1.0,1.0,1.0,2,0,0.00015211105346679688,0,0.035577
439,24.0,31.1,10.0,1.0,1.0,1.0,2,0,0.00015401840209960938,0,0.035539
440,24.2,32.0,0.0,4.0,0.0,1.0,2,0,0.0001537799835205078,0,0.035503
441,23.8,30.2,10.5,1.0,1.0,1.0,2,0,0.0001537799835205078,0,0.035499
442,23.3,32.4,0.5,1.0,1.0,1.0,2,0,0.00015115737915039062,0,0.035579
443,23.0,32.6,0.0,4.0,0.0,7.0,2,0,0.00015401840209960938,0,0.035401
444,23.0,33.2,0.0,4.0,0.0,7.0,2,0,0.00015473365783691406,0,0.03534
445,23.6,32.4,43.5,3.0,2.0,1.0,2,0,0.00015401840209960938,0,0.035484
446,19.0,32.4,49.8,3.0,2.0,1.0,2,0,0.0001537799835205078,0,0.035543
447,23.6,32.8,99.4,0.0,3.0,1.0,2,2,0.00015473365783691406,2,0.035422
448,22.4,32.8,39.5,3.0,2.0,1.0,2,0,0.00015401840209960938,0,0.035464
449,23.6,32.0,66.1,0.0,3.0,1.0,2,2,0.00015997886657714844,2,0.035495
450,23.8,32.4,2.3,1.0,1.0,1.0,2,0,0.00015497207641601562,0,0.03554
451,24.0,33.4,8.8,1.0,1.0,1.0,2,0,0.00015497207641601562,0,0.035481
452,22.8,32.2,69.7,0.0,3.0,1.0,2,2,0.00015783309936523438,2,0.035442
453,23.2,32.8,4.7,1.0,1.0,1.0,2,0,0.00015401840209960938,0,0.035495
454,23.8,31.0,2.7,1.0,1.0,1.0,2,0,0.00015306472778320312,0,0.035511
455,23.4,32.5,24.9,3.0,2.0,1.0,2,0,0.00015115737915039062,0,0.035551
456,23.1,33.6,21.4,3.0,2.0,1.0,2,0,0.00015473365783691406,0,0.035463
457,24.9,34.0,1.5,1.0,1.0,1.0,0,0,0.0001518726348876953,0,0.03552
458,24.4,32.2,1.5,1.0,1.0,1.0,2,0,0.00015211105346679688,0,0.035601
459,24.2,31.6,4.0,1.0,1.0,1.0,2,0,0.0001518726348876953,0,0.035521
460,23.4,33.4,45.3,3.0,2.0,1.0,2,0,0.00016117095947265625,0,0.035436
461,23.6,33.6,0.2,1.0,1.0,1.0,2,0,0.00015091896057128906,0,0.03556
462,23.5,33.0,28.1,3.0,2.0,1.0,2,0,0.0001518726348876953,0,0.035531
463,24.2,32.0,27.8,3.0,2.0,1.0,2,0,0.0001537799835205078,0,0.035656
464,24.2,31.2,41.9,3.0,2.0,1.0,2,0,0.00015211105346679688,0,0.03552
465,24.4,31.2,55.0,0.0,3.0,1.0,2,0,0.0001537799835205078,0,0.035513
466,22.2,34.0,0.0,4.0,0.0,1.0,2,0,0.00015115737915039062,0,0.035379
467,23.4,33.4,56.0,0.0,3.0,1.0,2,0,0.0001518726348876953,0,0.03541
468,24.0,34.0,10.4,1.0,1.0,1.0,2,0,0.00015425682067871094,0,0.035528
469,24.4,29.0,28.7,3.0,2.0,1.0,2,0,0.00015425682067871094,0,0.035582
470,22.0,33.0,20.4,3.0,2.0,1.0,2,0,0.00015687942504882812,0,0.035468
471,22.6,34.0,0.0,4.0,0.0,1.0,2,0,0.00015783309936523438,0,0.035394
472,24.4,34.6,13.4,1.0,1.0,1.0,2,0,0.00015306472778320312,0,0.035508
473,23.6,31.8,68.4,0.0,3.0,1.0,2,2,0.00015211105346679688,2,0.035389
474,23.8,32.8,0.0,4.0,0.0,1.0,2,0,0.00015282630920410156,0,0.03544
475,23.1,33.6,1.5,1.0,1.0,1.0,2,0,0.0001537799835205078,0,0.035513
476,23.2,32.6,37.0,3.0,2.0,1.0,2,0,0.00015807151794433594,0,0.035473
477,23.6,33.0,36.0,3.0,2.0,1.0,2,0,0.00016307830810546875,0,0.035418
478,23.0,31.8,16.4,1.0,1.0,1.0,2,0,0.0001552104949951172,0,0.035586
479,23.6,34.6,31.0,3.0,2.0,1.0,2,0,0.0001552104949951172,0,0.035478
480,23.6,34.8,12.5,1.0,1.0,1.0,0,0,0.0001552104949951172,0,0.035561
481,23.4,34.7,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035401
482,24.0,33.8,8.7,1.0,1.0,1.0,2,0,0.00015401840209960938,0,0.035523
483,23.8,33.4,20.2,3.0,2.0,1.0,2,0,0.00015592575073242188,0,0.035449
484,24.9,33.0,0.0,4.0,0.0,1.0,2,0,0.00015425682067871094,0,0.035417
485,23.4,33.7,10.4,1.0,1.0,1.0,2,0,0.00015425682067871094,0,0.03552
486,23.6,34.4,43.4,3.0,2.0,1.0,2,0,0.00015497207641601562,0,0.035424
487,23.8,33.7,0.2,1.0,1.0,1.0,2,0,0.0001552104949951172,0,0.035557
488,23.2,33.7,29.5,3.0,2.0,1.0,2,0,0.0001552104949951172,0,0.035518
489,23.4,33.5,0.0,4.0,0.0,0.0,0,0,0.00015211105346679688,0,0.035303
490,23.8,31.0,17.2,1.0,1.0,1.0,2,0,0.0001552104949951172,0,0.035597
491,23.8,33.1,0.4,1.0,1.0,1.0,2,0,0.0001518726348876953,0,0.035601
492,23.8,33.8,0.0,4.0,0.0,0.0,2,0,0.00015425682067871094,0,0.035289
493,24.0,34.0,0.0,4.0,0.0,1.0,0,0,0.00015497207641601562,0,0.035395
494,24.8,32.2,0.0,4.0,0.0,1.0,2,0,0.00015497207641601562,0,0.035533
495,24.4,34.7,0.2,1.0,1.0,1.0,0,0,0.0001499652862548828,0,0.035574
496,25.0,33.6,0.0,4.0,0.0,1.0,0,0,0.00015091896057128906,0,0.035418
497,25.6,35.0,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.035462
498,24.8,34.4,0.0,4.0,0.0,1.0,0,0,0.00015306472778320312,0,0.035434
499,25.3,34.0,0.0,4.0,0.0,1.0,0,0,0.00015497207641601562,0,0.035436
500,24.2,33.6,0.5,1.0,1.0,1.0,2,0,0.0001621246337890625,0,0.035539
501,24.6,33.0,14.2,1.0,1.0,1.0,2,0,0.00015163421630859375,0,0.035582
502,24.2,32.8,0.2,1.0,1.0,1.0,2,0,0.00015497207641601562,0,0.035579
503,23.8,34.0,0.5,1.0,1.0,1.0,0,0,0.00016069412231445312,0,0.035523
504,24.9,31.6,2.0,1.0,1.0,1.0,2,0,0.0001537799835205078,0,0.035517
505,23.0,31.0,58.0,0.0,3.0,1.0,2,0,0.00015497207641601562,0,0.035432
506,23.4,32.4,11.4,1.0,1.0,1.0,2,0,0.0001537799835205078,0,0.035559
507,24.4,33.4,0.0,4.0,0.0,1.0,0,0,0.0001537799835205078,0,0.035402
508,23.8,34.0,0.0,4.0,0.0,1.0,2,0,0.00015306472778320312,0,0.035391
509,23.0,34.4,0.0,4.0,0.0,1.0,2,0,0.00015211105346679688,0,0.035351
510,23.4,33.6,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.03542
511,22.6,34.8,0.0,4.0,0.0,1.0,2,0,0.00015401840209960938,0,0.035373
512,23.0,34.8,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.035394
513,24.2,34.0,0.0,4.0,0.0,1.0,0,0,0.00015306472778320312,0,0.035404
514,23.8,33.4,0.0,4.0,0.0,1.0,2,0,0.00015425682067871094,0,0.035412
515,23.4,33.4,0.0,4.0,0.0,1.0,2,0,0.0001609325408935547,0,0.03541
516,23.8,35.0,0.0,4.0,0.0,1.0,0,0,0.00015687942504882812,0,0.035426
517,23.6,35.0,0.0,4.0,0.0,1.0,2,0,0.00015735626220703125,0,0.035431
518,23.2,31.6,0.0,4.0,0.0,0.0,2,0,0.0001609325408935547,0,0.035335
519,23.2,33.2,0.0,4.0,0.0,1.0,2,0,0.00015401840209960938,0,0.035401
520,22.0,34.6,0.0,4.0,0.0,0.0,2,0,0.00015306472778320312,0,0.035287
521,22.4,34.6,0.0,4.0,0.0,1.0,0,0,0.00015425682067871094,0,0.035376
522,23.4,34.8,0.0,4.0,0.0,1.0,0,0,0.00015783309936523438,0,0.035423
523,23.6,34.2,0.0,4.0,0.0,1.0,2,0,0.00015497207641601562,0,0.035411
524,24.0,33.2,0.0,4.0,0.0,1.0,0,0,0.0001506805419921875,0,0.035415
525,24.8,34.2,0.0,4.0,0.0,1.0,0,0,0.00015306472778320312,0,0.035427
526,24.2,33.6,0.0,4.0,0.0,1.0,2,0,0.00015091896057128906,0,0.035414
527,24.0,32.4,5.8,1.0,1.0,1.0,2,0,0.00015401840209960938,0,0.035578
528,24.4,34.0,2.5,1.0,1.0,1.0,0,0,0.0001499652862548828,0,0.035497
529,24.8,34.0,0.0,4.0,0.0,0.0,0,0,0.00015425682067871094,0,0.035325
530,25.0,33.2,16.2,1.0,1.0,0.0,0,0,0.00015115737915039062,0,0.035449
531,24.6,31.2,17.2,1.0,1.0,1.0,2,0,0.00015211105346679688,0,0.035607
532,23.8,32.6,55.0,0.0,3.0,1.0,2,0,0.00015687942504882812,0,0.035509
533,24.2,33.0,0.0,4.0,0.0,4.0,2,0,0.00015807151794433594,0,0.035341
534,24.6,34.0,0.0,4.0,0.0,4.0,0,0,0.0001537799835205078,0,0.035377
535,23.4,35.0,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035416
536,23.4,33.0,0.0,4.0,0.0,1.0,2,0,0.00015401840209960938,0,0.035418
537,23.6,33.6,0.0,4.0,0.0,1.0,2,0,0.0001552104949951172,0,0.03541
538,23.8,34.0,0.0,4.0,0.0,0.0,2,0,0.00015401840209960938,0,0.035306
539,23.6,33.6,0.0,4.0,0.0,1.0,2,0,0.00015807151794433594,0,0.03541
540,23.8,34.0,0.0,4.0,0.0,1.0,2,0,0.0001533031463623047,0,0.035391
541,23.4,33.4,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.03541
542,24.0,33.2,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035415
543,24.6,34.6,0.0,4.0,0.0,4.0,0,0,0.00015115737915039062,0,0.035393
544,24.4,34.2,0.0,4.0,0.0,1.0,0,0,0.0001506805419921875,0,0.035424
545,23.8,35.0,0.0,4.0,0.0,1.0,0,0,0.00015306472778320312,0,0.035425
546,23.8,34.3,0.0,4.0,0.0,4.0,2,0,0.00015306472778320312,0,0.035372
547,24.0,33.7,0.0,4.0,0.0,4.0,2,0,0.00015306472778320312,0,0.035353
548,23.8,32.6,0.0,4.0,0.0,1.0,2,0,0.00015401840209960938,0,0.035471
549,23.4,33.2,0.0,4.0,0.0,1.0,2,0,0.00015807151794433594,0,0.035419
550,23.8,33.6,0.0,4.0,0.0,0.0,2,0,0.00015473365783691406,0,0.035312
551,23.4,33.0,0.0,4.0,0.0,1.0,2,0,0.00016188621520996094,0,0.035419
552,23.4,34.0,0.0,4.0,0.0,1.0,0,0,0.0001590251922607422,0,0.035392
553,25.0,34.0,0.0,4.0,0.0,1.0,0,0,0.00015497207641601562,0,0.035436
554,24.2,32.8,0.0,4.0,0.0,1.0,2,0,0.00015592575073242188,0,0.035435
555,23.6,33.8,0.0,4.0,0.0,1.0,2,0,0.0001537799835205078,0,0.035394
556,23.4,33.4,0.0,4.0,0.0,1.0,2,0,0.00015282630920410156,0,0.035411
557,23.6,25.8,0.0,4.0,0.0,1.0,2,0,0.0001518726348876953,0,0.035534
558,21.4,31.1,16.2,1.0,1.0,1.0,2,0,0.00015401840209960938,0,0.035537
559,22.0,32.6,16.0,1.0,1.0,4.0,2,0,0.00015473365783691406,0,0.035544
560,22.6,33.0,0.0,4.0,0.0,4.0,0,0,0.0001518726348876953,0,0.035337
561,24.6,33.0,0.0,4.0,0.0,4.0,2,0,0.00015091896057128906,0,0.035382
562,23.8,33.2,0.0,4.0,0.0,4.0,2,0,0.00015425682067871094,0,0.035384
563,20.6,32.8,0.0,4.0,0.0,1.0,2,0,0.00015401840209960938,0,0.035401
564,21.2,33.6,0.0,4.0,0.0,4.0,2,0,0.00015306472778320312,0,0.035306
565,22.2,33.6,0.0,4.0,0.0,4.0,0,0,0.00015306472778320312,0,0.035336
566,24.6,31.2,0.0,4.0,0.0,4.0,2,0,0.00015211105346679688,0,0.035375
567,18.6,32.6,0.0,4.0,0.0,4.0,2,0,0.0001533031463623047,0,0.035409
568,18.6,33.8,0.0,4.0,0.0,4.0,2,0,0.00015425682067871094,0,0.035305
569,21.2,33.0,0.0,4.0,0.0,4.0,2,0,0.0001518726348876953,0,0.035321
570,23.0,32.8,0.0,4.0,0.0,4.0,2,0,0.00015592575073242188,0,0.035351
571,23.2,32.6,0.0,4.0,0.0,4.0,2,0,0.00015425682067871094,0,0.035382
572,24.2,33.4,0.0,4.0,0.0,4.0,2,0,0.00015735626220703125,0,0.035363
573,22.6,33.8,0.0,4.0,0.0,1.0,2,0,0.00015091896057128906,0,0.035401
574,21.4,32.8,0.0,4.0,0.0,4.0,2,0,0.00015616416931152344,0,0.035331
575,23.0,33.4,0.0,4.0,0.0,4.0,2,0,0.00015783309936523438,0,0.035352
576,23.6,33.0,0.0,4.0,0.0,4.0,2,0,0.00015997886657714844,0,0.035375
577,24.0,32.6,0.0,4.0,0.0,4.0,2,0,0.00015425682067871094,0,0.035427
578,21.6,33.2,0.0,4.0,0.0,1.0,2,0,0.00015211105346679688,0,0.035374
579,22.2,34.0,0.0,4.0,0.0,1.0,2,0,0.00015425682067871094,0,0.035378
580,22.2,32.8,0.0,4.0,0.0,1.0,2,0,0.00015401840209960938,0,0.035391
581,22.2,33.0,0.0,4.0,0.0,0.0,2,0,0.00015115737915039062,0,0.035261
582,23.2,34.0,0.0,4.0,0.0,1.0,2,0,0.00015211105346679688,0,0.035384
